"Name";"SI";"Handles";"VM";"WS";"PM";"NPM";"Path";"Company";"CPU";"FileVersion";"ProductVersion";"Description";"Product";"__NounName";"BasePriority";"ExitCode";"HasExited";"ExitTime";"Handle";"SafeHandle";"HandleCount";"Id";"MachineName";"MainWindowHandle";"MainWindowTitle";"MainModule";"MaxWorkingSet";"MinWorkingSet";"Modules";"NonpagedSystemMemorySize";"NonpagedSystemMemorySize64";"PagedMemorySize";"PagedMemorySize64";"PagedSystemMemorySize";"PagedSystemMemorySize64";"PeakPagedMemorySize";"PeakPagedMemorySize64";"PeakWorkingSet";"PeakWorkingSet64";"PeakVirtualMemorySize";"PeakVirtualMemorySize64";"PriorityBoostEnabled";"PriorityClass";"PrivateMemorySize";"PrivateMemorySize64";"PrivilegedProcessorTime";"ProcessName";"ProcessorAffinity";"Responding";"SessionId";"StartInfo";"StartTime";"SynchronizingObject";"Threads";"TotalProcessorTime";"UserProcessorTime";"VirtualMemorySize";"VirtualMemorySize64";"EnableRaisingEvents";"StandardInput";"StandardOutput";"StandardError";"WorkingSet";"WorkingSet64";"Site";"Container"
"svchost";"0";"590";"2203486785536";"23015424";"10506240";"29360";;;;;;;;"Process";"8";;;;;;"590";"4572";".";"0";"";;;;;"29360";"29360";"10506240";"10506240";"192816";"192816";"11157504";"11157504";"23666688";"23666688";"185634816";"2203503857664";;;"10506240";"10506240";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"168562688";"2203486785536";"False";;;;"23015424";"23015424";;
"svchost";"0";"265";"2203438829568";"12505088";"3465216";"16544";;;;;;;;"Process";"8";;;;;;"265";"4636";".";"0";"";;;;;"16544";"16544";"3465216";"3465216";"137928";"137928";"4702208";"4702208";"16355328";"16355328";"137986048";"2203456208896";;;"3465216";"3465216";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"120606720";"2203438829568";"False";;;;"12505088";"12505088";;
"svchost";"0";"180";"2203403964416";"7589888";"1990656";"11496";;;;;;;;"Process";"8";;;;;;"180";"4916";".";"0";"";;;;;"11496";"11496";"1990656";"1990656";"84760";"84760";"2289664";"2289664";"9007104";"9007104";"91275264";"2203409498112";;;"1990656";"1990656";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"85741568";"2203403964416";"False";;;;"7589888";"7589888";;
"svchost";"0";"201";"2203407020032";"9068544";"2351104";"12080";;;;;;;;"Process";"8";;;;;;"201";"5036";".";"0";"";;;;;"12080";"12080";"2351104";"2351104";"88280";"88280";"19156992";"19156992";"26271744";"26271744";"112570368";"2203430793216";;;"2351104";"2351104";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"88797184";"2203407020032";"False";;;;"9068544";"9068544";;
"svchost";"0";"375";"2203408855040";"11153408";"2957312";"22344";;;;;;;;"Process";"8";;;;;;"375";"5048";".";"0";"";;;;;"22344";"22344";"2957312";"2957312";"105616";"105616";"3952640";"3952640";"12390400";"12390400";"109600768";"2203427823616";;;"2957312";"2957312";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"90632192";"2203408855040";"False";;;;"11153408";"11153408";;
"svchost";"0";"791";"2203559084032";"45309952";"30171136";"37120";;;;;;;;"Process";"8";;;;;;"791";"5064";".";"0";"";;;;;"37120";"37120";"30171136";"30171136";"276736";"276736";"52875264";"52875264";"78790656";"78790656";"270880768";"2203589103616";;;"30171136";"30171136";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"240861184";"2203559084032";"False";;;;"45309952";"45309952";;
"svchost";"0";"381";"2203681800192";"37294080";"36691968";"26552";;;;;;;;"Process";"8";;;;;;"381";"5172";".";"0";"";;;;;"26552";"26552";"36691968";"36691968";"149456";"149456";"360411136";"360411136";"316948480";"316948480";"754634752";"2204072857600";;;"36691968";"36691968";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"363577344";"2203681800192";"False";;;;"37294080";"37294080";;
"svchost";"0";"351";"2203584937984";"16863232";"8663040";"28800";;;;;;;;"Process";"8";;;;;;"351";"5180";".";"0";"";;;;;"28800";"28800";"8663040";"8663040";"132056";"132056";"33992704";"33992704";"45854720";"45854720";"593879040";"2203912101888";;;"8663040";"8663040";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"266715136";"2203584937984";"False";;;;"16863232";"16863232";;
"svchost";"0";"129";"2203388891136";"5365760";"1298432";"8192";;;;;;;;"Process";"8";;;;;;"129";"5532";".";"0";"";;;;;"8192";"8192";"1298432";"1298432";"61656";"61656";"1495040";"1495040";"6438912";"6438912";"74862592";"2203393085440";;;"1298432";"1298432";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"70668288";"2203388891136";"False";;;;"5365760";"5365760";;
"svchost";"0";"429";"2203441725440";"20303872";"5005312";"20784";;;;;;;;"Process";"8";;;;;;"429";"5552";".";"0";"";;;;;"20784";"20784";"5005312";"5005312";"166880";"166880";"5865472";"5865472";"20811776";"20811776";"142434304";"2203460657152";;;"5005312";"5005312";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"123502592";"2203441725440";"False";;;;"20303872";"20303872";;
"svchost";"0";"213";"2203423920128";"11268096";"2605056";"13464";;;;;;;;"Process";"8";;;;;;"213";"6112";".";"0";"";;;;;"13464";"13464";"2605056";"2605056";"118896";"118896";"3067904";"3067904";"12881920";"12881920";"114081792";"2203432304640";;;"2605056";"2605056";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"105697280";"2203423920128";"False";;;;"11268096";"11268096";;
"svchost";"2";"136";"2203411312640";"8650752";"1851392";"8696";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"0";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3744";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"136";"6140";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"8696";"8696";"1851392";"1851392";"111064";"111064";"2260992";"2260992";"9285632";"9285632";"98856960";"2203417079808";"True";"Normal";"1851392";"1851392";"00:00:00";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:50";;"System.Diagnostics.ProcessThreadCollection";"00:00:00";"00:00:00";"93089792";"2203411312640";"False";;;;"8650752";"8650752";;
"svchost";"0";"199";"2203405647872";"9076736";"2486272";"12512";;;;;;;;"Process";"8";;;;;;"199";"6208";".";"0";"";;;;;"12512";"12512";"2486272";"2486272";"91344";"91344";"3088384";"3088384";"10321920";"10321920";"103751680";"2203421974528";;;"2486272";"2486272";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"87425024";"2203405647872";"False";;;;"9076736";"9076736";;
"svchost";"0";"151";"2203392757760";"7155712";"1708032";"43168";;;;;;;;"Process";"8";;;;;;"151";"6232";".";"0";"";;;;;"43168";"43168";"1708032";"1708032";"74056";"74056";"2121728";"2121728";"8609792";"8609792";"83976192";"2203402199040";;;"1708032";"1708032";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"74534912";"2203392757760";"False";;;;"7155712";"7155712";;
"svchost";"2";"467";"2203730894848";"22720512";"5840896";"26008";"C:\Windows\System32\svchost.exe";"Microsoft Corporation";"1.234375";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3284";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"467";"6408";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"26008";"26008";"5840896";"5840896";"213192";"213192";"6836224";"6836224";"24293376";"24293376";"425095168";"2203743318016";"True";"Normal";"5840896";"5840896";"00:00:00.3750000";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:59";;"System.Diagnostics.ProcessThreadCollection";"00:00:01.2343750";"00:00:00.8593750";"412672000";"2203730894848";"False";;;;"22720512";"22720512";;
"svchost";"0";"203";"2203692199936";"10293248";"7467008";"16448";;;;;;;;"Process";"8";;;;;;"203";"6456";".";"0";"";;;;;"16448";"16448";"7467008";"7467008";"103824";"103824";"7991296";"7991296";"13062144";"13062144";"385511424";"2203703734272";;;"7467008";"7467008";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"373977088";"2203692199936";"False";;;;"10293248";"10293248";;
"svchost";"0";"137";"2203392696320";"7655424";"1536000";"8968";;;;;;;;"Process";"8";;;;;;"137";"6636";".";"0";"";;;;;"8968";"8968";"1536000";"1536000";"65408";"65408";"1929216";"1929216";"7745536";"7745536";"79716352";"2203397939200";;;"1536000";"1536000";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"74473472";"2203392696320";"False";;;;"7655424";"7655424";;
"svchost";"0";"183";"2203399626752";"7806976";"2748416";"297256";;;;;;;;"Process";"8";;;;;;"183";"7072";".";"0";"";;;;;"297256";"297256";"2748416";"2748416";"70664";"70664";"3244032";"3244032";"9166848";"9166848";"90841088";"2203409063936";;;"2748416";"2748416";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81403904";"2203399626752";"False";;;;"7806976";"7806976";;
"svchost";"0";"87";"2203373543424";"5050368";"1015808";"5840";;;;;;;;"Process";"8";;;;;;"87";"7248";".";"0";"";;;;;"5840";"5840";"1015808";"1015808";"33608";"33608";"1413120";"1413120";"5632000";"5632000";"66879488";"2203385102336";;;"1015808";"1015808";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"55320576";"2203373543424";"False";;;;"5050368";"5050368";;
"svchost";"0";"217";"2203415887872";"13193216";"2961408";"11960";;;;;;;;"Process";"8";;;;;;"217";"7600";".";"0";"";;;;;"11960";"11960";"2961408";"2961408";"117360";"117360";"5378048";"5378048";"15708160";"15708160";"115761152";"2203433984000";;;"2961408";"2961408";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"97665024";"2203415887872";"False";;;;"13193216";"13193216";;
"svchost";"0";"165";"2203394355200";"8400896";"1748992";"9304";;;;;;;;"Process";"8";;;;;;"165";"7740";".";"0";"";;;;;"9304";"9304";"1748992";"1748992";"73080";"73080";"2084864";"2084864";"8503296";"8503296";"87195648";"2203405418496";;;"1748992";"1748992";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"76132352";"2203394355200";"False";;;;"8400896";"8400896";;
"svchost";"0";"148";"2203399680000";"7614464";"1859584";"9376";;;;;;;;"Process";"8";;;;;;"148";"7900";".";"0";"";;;;;"9376";"9376";"1859584";"1859584";"83208";"83208";"2015232";"2015232";"8376320";"8376320";"88797184";"2203407020032";;;"1859584";"1859584";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81457152";"2203399680000";"False";;;;"7614464";"7614464";;
"svchost";"0";"178";"2203395866624";"8003584";"1810432";"10328";;;;;;;;"Process";"8";;;;;;"178";"7972";".";"0";"";;;;;"10328";"10328";"1810432";"1810432";"77376";"77376";"2150400";"2150400";"9015296";"9015296";"87080960";"2203405303808";;;"1810432";"1810432";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"77643776";"2203395866624";"False";;;;"8003584";"8003584";;
"svchost";"0";"104";"2203385786368";"6275072";"1191936";"7608";;;;;;;;"Process";"8";;;;;;"104";"7988";".";"0";"";;;;;"7608";"7608";"1191936";"1191936";"59736";"59736";"1523712";"1523712";"7086080";"7086080";"75960320";"2203394183168";;;"1191936";"1191936";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"67563520";"2203385786368";"False";;;;"6275072";"6275072";;
"svchost";"0";"477";"2203483275264";"31899648";"10797056";"25112";;;;;;;;"Process";"8";;;;;;"477";"8144";".";"0";"";;;;;"25112";"25112";"10797056";"10797056";"229416";"229416";"13688832";"13688832";"43220992";"43220992";"224059392";"2203542282240";;;"10797056";"10797056";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"165052416";"2203483275264";"False";;;;"31899648";"31899648";;
"svchost";"0";"337";"2203433926656";"21319680";"4546560";"18184";;;;;;;;"Process";"8";;;;;;"337";"8664";".";"0";"";;;;;"18184";"18184";"4546560";"4546560";"150256";"150256";"5763072";"5763072";"23367680";"23367680";"136327168";"2203454550016";;;"4546560";"4546560";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"115703808";"2203433926656";"False";;;;"21319680";"21319680";;
"svchost";"0";"259";"2203431292928";"12214272";"3723264";"14856";;;;;;;;"Process";"8";;;;;;"259";"8752";".";"0";"";;;;;"14856";"14856";"3723264";"3723264";"103456";"103456";"5132288";"5132288";"18841600";"18841600";"128634880";"2203446857728";;;"3723264";"3723264";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"113070080";"2203431292928";"False";;;;"12214272";"12214272";;
"svchost";"0";"462";"2203448963072";"14094336";"5185536";"16744";;;;;;;;"Process";"8";;;;;;"462";"8920";".";"0";"";;;;;"16744";"16744";"5185536";"5185536";"131432";"131432";"6356992";"6356992";"25239552";"25239552";"158912512";"2203477135360";;;"5185536";"5185536";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"130740224";"2203448963072";"False";;;;"14094336";"14094336";;
"svchost";"0";"264";"2203434369024";"16392192";"16506880";"15424";;;;;;;;"Process";"8";;;;;;"264";"9632";".";"0";"";;;;;"15424";"15424";"16506880";"16506880";"108976";"108976";"16748544";"16748544";"20176896";"20176896";"116146176";"2203434369024";;;"16506880";"16506880";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"116146176";"2203434369024";"False";;;;"16392192";"16392192";;
"svchost";"0";"306";"2203449999360";"20189184";"5623808";"16312";;;;;;;;"Process";"8";;;;;;"306";"9968";".";"0";"";;;;;"16312";"16312";"5623808";"5623808";"156784";"156784";"6438912";"6438912";"22786048";"22786048";"154501120";"2203472723968";;;"5623808";"5623808";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"131776512";"2203449999360";"False";;;;"20189184";"20189184";;
"svchost";"0";"460";"2203455479808";"21336064";"5787648";"23864";;;;;;;;"Process";"8";;;;;;"460";"11124";".";"0";"";;;;;"23864";"23864";"5787648";"5787648";"183648";"183648";"7041024";"7041024";"22859776";"22859776";"157188096";"2203475410944";;;"5787648";"5787648";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"137256960";"2203455479808";"False";;;;"21336064";"21336064";;
"svchost";"0";"272";"2203418771456";"13701120";"2916352";"13824";;;;;;;;"Process";"8";;;;;;"272";"11168";".";"0";"";;;;;"13824";"13824";"2916352";"2916352";"124272";"124272";"3145728";"3145728";"13824000";"13824000";"108187648";"2203426410496";;;"2916352";"2916352";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"100548608";"2203418771456";"False";;;;"13701120";"13701120";;
"svchost";"0";"411";"2203438198784";"17641472";"4546560";"15968";;;;;;;;"Process";"8";;;;;;"411";"11436";".";"0";"";;;;;"15968";"15968";"4546560";"4546560";"152016";"152016";"5423104";"5423104";"19685376";"19685376";"139022336";"2203457245184";;;"4546560";"4546560";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"119975936";"2203438198784";"False";;;;"17641472";"17641472";;
"svchost";"2";"497";"2203475140608";"35803136";"13877248";"20624";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"4.34375";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4680";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"497";"11832";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"20624";"20624";"13877248";"13877248";"226104";"226104";"17457152";"17457152";"39157760";"39157760";"166793216";"2203485016064";"True";"Normal";"13877248";"13877248";"00:00:02.1093750";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:48";;"System.Diagnostics.ProcessThreadCollection";"00:00:04.3437500";"00:00:02.2343750";"156917760";"2203475140608";"False";;;;"35803136";"35803136";;
"svchost";"2";"175";"2203433619456";"9760768";"1896448";"9648";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"0.03125";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4720";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"175";"12052";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9648";"9648";"1896448";"1896448";"133992";"133992";"2142208";"2142208";"10280960";"10280960";"120123392";"2203438346240";"True";"Normal";"1896448";"1896448";"00:00:00.0312500";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:48";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0312500";"00:00:00";"115396608";"2203433619456";"False";;;;"9760768";"9760768";;
"svchost";"2";"146";"2203419312128";"10625024";"1888256";"9240";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"0.015625";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4296";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"146";"15504";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9240";"9240";"1888256";"1888256";"125632";"125632";"2183168";"2183168";"10838016";"10838016";"106864640";"2203425087488";"True";"Normal";"1888256";"1888256";"00:00:00";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:14:27";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0156250";"00:00:00.0156250";"101089280";"2203419312128";"False";;;;"10625024";"10625024";;
"svchost";"0";"142";"2203394121728";"7360512";"1871872";"10056";;;;;;;;"Process";"8";;;;;;"142";"16648";".";"0";"";;;;;"10056";"10056";"1871872";"1871872";"71136";"71136";"2080768";"2080768";"8310784";"8310784";"79572992";"2203397795840";;;"1871872";"1871872";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"75898880";"2203394121728";"False";;;;"7360512";"7360512";;
"svchost";"2";"142";"2203415879680";"9515008";"2109440";"9512";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"0.046875";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4664";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"142";"16752";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9512";"9512";"2109440";"2109440";"118576";"118576";"2527232";"2527232";"10264576";"10264576";"104480768";"2203422703616";"True";"Normal";"2109440";"2109440";"00:00:00.0468750";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:48";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0468750";"00:00:00";"97656832";"2203415879680";"False";;;;"9515008";"9515008";;
"svchost";"2";"569";"2203513270272";"38297600";"9908224";"25928";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"14.53125";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4668";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"569";"17228";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"25928";"25928";"9908224";"9908224";"323632";"323632";"10702848";"10702848";"40767488";"40767488";"217006080";"2203535228928";"True";"Normal";"9908224";"9908224";"00:00:04.1406250";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:48";;"System.Diagnostics.ProcessThreadCollection";"00:00:14.5312500";"00:00:10.3906250";"195047424";"2203513270272";"False";;;;"38297600";"38297600";;
"svchost";"0";"549";"2203505459200";"23359488";"16048128";"24472";;;;;;;;"Process";"8";;;;;;"549";"17468";".";"0";"";;;;;"24472";"24472";"16048128";"16048128";"175792";"175792";"43782144";"43782144";"58998784";"58998784";"242819072";"2203561041920";;;"16048128";"16048128";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"187236352";"2203505459200";"False";;;;"23359488";"23359488";;
"svchost";"0";"345";"2203423260672";"15585280";"3964928";"16416";;;;;;;;"Process";"8";;;;;;"345";"18608";".";"0";"";;;;;"16416";"16416";"3964928";"3964928";"135008";"135008";"4730880";"4730880";"18251776";"18251776";"125505536";"2203443728384";;;"3964928";"3964928";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"105037824";"2203423260672";"False";;;;"15585280";"15585280";;
"svchost";"2";"361";"2203491442688";"24563712";"4517888";"17808";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"0.046875";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3980";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"361";"18896";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"17808";"17808";"4517888";"4517888";"245504";"245504";"4521984";"4521984";"24723456";"24723456";"173395968";"2203491618816";"True";"Normal";"4517888";"4517888";"00:00:00.0156250";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:49";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0468750";"00:00:00.0312500";"173219840";"2203491442688";"False";;;;"24563712";"24563712";;
"svchost";"0";"439";"2203420991488";"13647872";"3710976";"25184";;;;;;;;"Process";"8";;;;;;"439";"20036";".";"0";"";;;;;"25184";"25184";"3710976";"3710976";"128200";"128200";"4235264";"4235264";"15122432";"15122432";"109600768";"2203427823616";;;"3710976";"3710976";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"102768640";"2203420991488";"False";;;;"13647872";"13647872";;
"svchost";"0";"153";"2203419602944";"14508032";"6541312";"11688";;;;;;;;"Process";"8";;;;;;"153";"22472";".";"0";"";;;;;"11688";"11688";"6541312";"6541312";"81448";"81448";"18677760";"18677760";"25624576";"25624576";"115613696";"2203433836544";;;"6541312";"6541312";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"101380096";"2203419602944";"False";;;;"14508032";"14508032";;
"svchost";"2";"246";"2203455676416";"15413248";"3248128";"12504";"C:\Windows\system32\svchost.exe";"Microsoft Corporation";"0.0625";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Host Process for Windows Services";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4752";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"246";"24356";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"12504";"12504";"3248128";"3248128";"198816";"198816";"4808704";"4808704";"16257024";"16257024";"161570816";"2203479793664";"True";"Normal";"3248128";"3248128";"00:00:00.0468750";"svchost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:06";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0625000";"00:00:00.0156250";"137453568";"2203455676416";"False";;;;"15413248";"15413248";;
"svchost";"0";"198";"2203391627264";"8122368";"1667072";"12440";;;;;;;;"Process";"8";;;;;;"198";"25356";".";"0";"";;;;;"12440";"12440";"1667072";"1667072";"72176";"72176";"1929216";"1929216";"8790016";"8790016";"77074432";"2203395297280";;;"1667072";"1667072";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"73404416";"2203391627264";"False";;;;"8122368";"8122368";;
"System";"0";"6291";"8192000";"3940352";"61440";"272";;;;;;;;"Process";"8";;;;;;"6291";"4";".";"0";"";;;;;"272";"272";"61440";"61440";"0";"0";"585728";"585728";"272834560";"272834560";"277147648";"277147648";;;"61440";"61440";;"System";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"8192000";"8192000";"False";;;;"3940352";"3940352";;
"SystemPlatformEngine";"0";"209";"4373479424";"9592832";"2510848";"11440";;;;;;;;"Process";"8";;;;;;"209";"5292";".";"0";"";;;;;"11440";"11440";"2510848";"2510848";"86584";"86584";"3141632";"3141632";"11743232";"11743232";"89657344";"4384624640";;;"2510848";"2510848";;"SystemPlatformEngine";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"78512128";"4373479424";"False";;;;"9592832";"9592832";;
"SystemSettings";"2";"1503";"2217159229440";"3497984";"156766208";"74448";"C:\Windows\ImmersiveControlPanel\SystemSettings.exe";"Microsoft Corporation";"0.96875";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Settings";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"5112";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1503";"18604";".";"132796";"Settings";"System.Diagnostics.ProcessModule (SystemSettings.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"74448";"74448";"156766208";"156766208";"1833392";"1833392";"168865792";"168865792";"222117888";"222117888";"1008807936";"2217211932672";"True";"Normal";"156766208";"156766208";"00:00:00.3593750";"SystemSettings";"4095";"False";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:14:26";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.9687500";"00:00:00.6093750";"956104704";"2217159229440";"False";;;;"3497984";"3497984";;
